100275,25 Jan 2021,Urban,WI,Midwest,"53,410,614",Frame,Construction,Y,Y
100277,25 Jan 2021,Urban,NJ,East,"3,189,300",Masonry,Service,Y,Y
100312,25 Jan 2021,Rural,IL,Midwest,"3,145,700",Frame,Education,N,N
100327,25 Jan 2021,Urban,WI,Midwest,"1,451,100",Frame,Recreation,N,N
100326,26 Jan 2021,Urban,OH,Central,"1,787,900",Frame,Office Bldg,N,N
100379,26 Jan 2021,Urban,NY,East,"18,777,355",Frame,Apartment,Y,Y
100310,28 Jan 2021,Urban,WI,Midwest,"8,800,000",Fire Resist,Office Bldg,Y,Y
100341,28 Jan 2021,Urban,NY,East,"1,123,000",Frame,Office Bldg,Y,Y
100289,29 Jan 2021,Rural,NY,East,"2,145,420",Frame,Farming,N,N
100290,29 Jan 2021,Urban,NY,East,"18,933,000",Frame,Office Bldg,Y,Y
100291,29 Jan 2021,Urban,NY,East,"21,400,000",Fire Resist,Apartment,Y,Y
100340,30 Jan 2021,Urban,NY,East,"3,754,000",Frame,Office Bldg,Y,Y
100415,31 Jan 2021,Urban,NY,East,"9,650,000",Frame,Office Bldg,Y,Y
100421,31 Jan 2021,Urban,NY,East,"9,503,000",Frame,Office Bldg,Y,Y
100304,1 Feb 2021,Urban,NJ,East,"1,688,300",Frame,Hospitality,N,Y
100414,2 Feb 2021,Urban,WI,Midwest,"17,856,705",Masonry,Apartment,Y,Y
100420,2 Feb 2021,Urban,NY,East,"7,577,000",Frame,Apartment,Y,Y
100481,2 Feb 2021,Urban,WI,Midwest,"1,990,915",Masonry,Office Bldg,N,N
100352,3 Feb 2021,Urban,NJ,East,"1,245,000",Frame,Hospitality,Y,Y
100496,4 Feb 2021,Urban,IL,Midwest,"1,895,000",Masonry,Office Bldg,N,N
100309,5 Feb 2021,Urban,WI,Midwest,"5,000,368",Masonry,Manufacturing,N,N
100413,5 Feb 2021,Urban,NY,East,"8,397,700",Frame,Apartment,Y,Y
100498,6 Feb 2021,Urban,NJ,East,"36,356,000",Fire Resist,Apartment,Y,Y
100499,7 Feb 2021,Urban,NJ,East,"16,932,600",Fire Resist,Apartment,Y,Y
100509,7 Feb 2021,Urban,OH,Central,"1,849,000",Metal Clad,Retail,N,N
100371,8 Feb 2021,Urban,OH,Central,"218,490",Frame,Apartment,N,N
100412,8 Feb 2021,Urban,NJ,East,"3,052,600",Frame,Apartment,Y,N
100370,9 Feb 2021,Urban,WI,Midwest,"8,126,500",Masonry,Organization,Y,Y
100377,9 Feb 2021,Urban,NY,East,"11,400,000",Masonry,Apartment,Y,Y
100452,9 Feb 2021,Urban,NJ,East,"5,918,400",Frame,Farming,Y,N
100459,9 Feb 2021,Rural,NY,East,"2,550,750",Frame,Farming,N,N
100325,13 Feb 2021,Urban,NY,East,"140,000",Masonry,Retail,N,N
100419,13 Feb 2021,Urban,NY,East,"725,000",Masonry,Service,N,N
100512,13 Feb 2021,Urban,NY,East,"10,098,900",Frame,Office Bldg,Y,Y
100513,13 Feb 2021,Rural,NY,East,"2,937,200",Frame,Farming,N,N
100514,13 Feb 2021,Urban,NJ,East,"3,644,800",Frame,Apartment,Y,Y
100471,15 Feb 2021,Urban,NY,East,"13,882,500",Frame,Apartment,Y,Y
100396,16 Feb 2021,Rural,NY,East,"2,050,000",Frame,Farming,N,N
100436,17 Feb 2021,Rural,NY,East,"3,805,200",Metal Clad,Farming,N,N
100492,18 Feb 2021,Rural,NY,East,"1,417,800",Frame,Organization,N,N
100494,18 Feb 2021,Rural,WI,Midwest,"5,613,900",Masonry,Farming,N,N
100493,19 Feb 2021,Urban,NJ,East,"2,471,100",Frame,Farming,N,N
100351,20 Feb 2021,Rural,VT,Northeast,"2,985,950",Frame,Farming,N,N
100411,20 Feb 2021,Urban,WI,Midwest,"9,062,700",Fire Resist,Hospitality,N,N
100469,21 Feb 2021,Urban,NY,East,"7,350,000",Frame,Apartment,Y,Y
100418,22 Feb 2021,Urban,NJ,East,"1,300,900",Masonry,Office Bldg,N,N
100511,22 Feb 2021,Urban,NY,East,"12,750,000",Frame,Apartment,Y,Y
100536,22 Feb 2021,Urban,NY,East,"7,585,000",Fire Resist,Office Bldg,Y,Y
100537,22 Feb 2021,Urban,NY,East,"9,493,313",Masonry,Apartment,Y,Y
100394,23 Feb 2021,Urban,NY,East,"10,302,000",Fire Resist,Office Bldg,Y,Y
100367,24 Feb 2021,Urban,NH,Northeast,"2,500,000",Metal Clad,Manufacturing,N,N
100408,24 Feb 2021,Urban,WI,Midwest,"4,833,900",Masonry,Office Bldg,N,N
100410,24 Feb 2021,Urban,NY,East,"2,029,500",Metal Clad,Apartment,Y,Y
100369,25 Feb 2021,Rural,NY,East,"2,233,200",Frame,Farming,N,N
100409,25 Feb 2021,Urban,NY,East,"2,001,250",Frame,Office Bldg,Y,Y
100546,27 Feb 2021,Rural,NY,East,"1,498,850",Metal Clad,Farming,N,N
100434,1 Mar 2021,Urban,NJ,East,"405,556",Frame,Apartment,Y,N
100523,1 Mar 2021,Urban,NY,East,"1,311,220",Frame,Apartment,N,N
100433,2 Mar 2021,Urban,NY,East,"1,769,785",Frame,Hospitality,Y,Y
100566,2 Mar 2021,Urban,OH,Central,"5,377,000",Frame,Apartment,Y,Y
100522,5 Mar 2021,Rural,NY,East,"1,599,860",Frame,Farming,N,N
100457,6 Mar 2021,Urban,NY,East,"10,780,450",Frame,Apartment,Y,Y
100521,6 Mar 2021,Urban,NJ,East,"3,839,200",Masonry,Apartment,N,N
100532,7 Mar 2021,Urban,NJ,East,"296,000",Frame,Apartment,N,N
100533,7 Mar 2021,Rural,WI,Midwest,"2,707,630",Frame,Farming,N,N
100467,8 Mar 2021,Urban,NJ,East,"2,249,500",Frame,Farming,N,N
100583,8 Mar 2021,Urban,NY,East,"7,611,000",Masonry,Office Bldg,Y,Y
100404,9 Mar 2021,Rural,WI,Midwest,"1,152,600",Frame,Farming,N,N
100554,9 Mar 2021,Urban,NJ,East,"9,115,500",Frame,Apartment,Y,Y
100446,11 Mar 2021,Urban,NY,East,"1,600,000",Masonry,Hospitality,Y,Y
100465,12 Mar 2021,Urban,NJ,East,"2,575,965",Frame,Farming,Y,N
100490,12 Mar 2021,Urban,NY,East,"220,000",Metal Clad,Hospitality,N,N
100456,14 Mar 2021,Urban,NY,East,"1,800,000",Frame,Apartment,Y,Y
100489,14 Mar 2021,Urban,NJ,East,"16,998,000",Frame,Office Bldg,Y,Y
100545,14 Mar 2021,Urban,NY,East,"14,450,000",Frame,Office Bldg,Y,Y
100543,15 Mar 2021,Urban,NY,East,"2,835,800",Metal Clad,Manufacturing,N,N
100564,15 Mar 2021,Urban,WI,Midwest,"2,280,000",Frame,Hospitality,Y,Y
100430,17 Mar 2021,Urban,NJ,East,"3,960,000",Frame,Office Bldg,Y,Y
100477,17 Mar 2021,Urban,VT,Northeast,"5,272,975",Frame,Apartment,Y,Y
